num_nodes,num_edges,avg_degree,density,num_unknown_nodes,num_socket_syscalls,num_open_syscalls,num_read_syscalls,num_write_syscalls,num_dup_syscalls,num_accept4_syscalls,num_close_syscalls,num_openat_syscalls,num_connect_syscalls,num_recv_syscalls,max_degree_centrality,avg_degree_centrality,max_betweenness_centrality,avg_betweenness_centrality,max_closeness_centrality,avg_closeness_centrality,num_connected_components,largest_cc_num_nodes,largest_cc_num_edges,degree_assortativity,node_connectivity,edge_connectivity,degree_std,degree_skewness,degree_kurtosis,num_unlinkat_syscalls,num_execve_syscalls,num_dup3_syscalls,num_clone_syscalls,num_bind_syscalls,num_dup2_syscalls,num_vfork_syscalls,num_send_syscalls
467,1624,6.955032119914347,0.007462480815358741,467,6.0,427,628,27,16,0.0,446,65,8.0,1.0,2.2339055793991416,0.014924961630717506,0.0,0.0,0.008583690987124463,0.0021367324994715758,12,316,1184,0.05099094074448749,0,0,49.64934979496918,19.62038852042222,404.9886299117043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,2299,6.956127080181543,0.005269793242561775,661,14.0,569,881,70,38,1.0,619,82,16.0,2.0,2.081818181818182,0.010539586485123507,0.0016289603163654757,3.7322344076950956e-06,0.015584415584415583,0.001956684123855075,14,485,1801,-0.03517871578935388,0,0,54.83237732539784,23.64506150288405,586.3815091332391,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
614,2098,6.833876221498372,0.005574124161091657,614,8.0,553,797,36,22,0.0,586,81,8.0,1.0,2.2414355628058726,0.01114824832218318,0.001888547697491177,4.623483796864283e-06,0.009991843393148452,0.002110344370667645,13,461,1653,0.05432729682506442,0,0,56.666247520917956,23.058883699843236,553.7433529190725,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
254,744,5.858267716535433,0.01157760418287635,254,6.0,210,226,29,16,1.0,228,19,8.0,1.0,0.8063241106719367,0.02315520836575271,0.0,0.0,0.02766798418972332,0.00395256916996046,11,105,307,-0.3233681332909535,0,0,18.08955169327756,8.341364059724738,79.57946532047222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,775,6.0546875,0.011871936274509803,256,8.0,207,254,34,16,1.0,230,13,8.0,1.0,0.8,0.023743872549019572,0.0001235139725181411,4.824764551489887e-07,0.027886710239651415,0.003987098311546829,9,109,337,-0.3273713503854927,0,0,18.596584277155408,7.99097886747088,73.13814221134382,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
298,748,5.02013422818792,0.008451404424558787,298,4.0,233,175,13,16,1.0,262,32,4.0,0.0,0.6936026936026936,0.01690280884911769,0.0005232505232505233,3.015523149751338e-06,0.019589837771655953,0.003459104638685683,14,122,273,-0.09326862112081132,0,0,16.676137272893833,9.510000432631044,101.03098975251713,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
268,745,5.559701492537314,0.010411426015987478,268,6.0,213,223,27,16,1.0,231,19,8.0,1.0,0.7640449438202247,0.020822852031974898,0.0,0.0,0.026217228464419477,0.0036754430096707547,16,107,297,-0.31579817644898706,0,0,17.582433225235025,8.750642561036532,86.94013674032387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,773,5.601449275362318,0.01018445322793149,276,6.0,216,234,39,16,1.0,234,19,7.0,1.0,0.7490909090909091,0.020368906455862888,0.0,0.0,0.025454545454545455,0.003570487483530978,16,109,317,-0.28659181658424526,0,0,17.5402393911714,8.679421912981615,86.46541815497699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,747,5.768339768339768,0.011178953039418156,259,6.0,210,227,31,16,1.0,228,19,8.0,1.0,0.7906976744186046,0.022357906078836334,0.0,0.0,0.027131782945736434,0.0038310735985154654,14,105,307,-0.3240764556635361,0,0,18.030658188079776,8.426392040887352,81.00651835768285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,783,5.694545454545454,0.010391506303915063,275,6.0,216,242,40,16,1.0,234,19,8.0,1.0,0.7445255474452555,0.020783012607830113,0.0,0.0,0.025547445255474453,0.0035700066357000878,17,109,322,-0.2911678043571085,0,0,17.6534664963809,8.632979498966387,85.14923173097094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,748,5.776061776061776,0.011193918170662356,259,6.0,210,228,31,16,1.0,228,19,8.0,1.0,0.7906976744186046,0.022387836341324737,0.0,0.0,0.027131782945736434,0.0038310735985154654,14,105,308,-0.3239577931771103,0,0,18.031612264604863,8.423831127555273,80.97413240614293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,795,6.36,0.012771084337349397,250,4.0,211,272,45,16,1.0,226,18,2.0,0.0,0.8192771084337349,0.02554216867469892,0.0,0.0,0.020080321285140562,0.0039678714859437934,11,96,274,-0.2609131222523105,0,0,19.703969143296987,7.27404331770779,60.843820505917094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1153,3245,5.628794449262792,0.0024430531463814206,1153,6.0,1051,808,41,112,1.0,1116,101,8.0,1.0,0.9791666666666666,0.004886106292762821,0.0,0.0,0.006076388888888889,0.0008989230991616252,18,452,1083,-0.17655060159120736,0,0,41.62902620878025,20.848631130970315,503.0140628537312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,1493,7.247572815533981,0.008816998559043773,412,12.0,353,587,57,16,1.0,382,66,16.0,2.0,1.854014598540146,0.0176339971180877,4.747492730401756e-05,1.1523040607771253e-07,0.019708029197080295,0.0024641926314380425,10,263,1053,-0.0740871910574759,0,0,40.13250950727468,16.70015673861655,306.50093773022445,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
296,745,5.033783783783784,0.00853183692166743,296,4.0,232,175,13,16,1.0,261,32,2.0,0.0,0.6915254237288135,0.017063673843334837,0.000530381644183097,3.077273053059978e-06,0.02288135593220339,0.003470949763322627,14,135,291,-0.10477496994980909,0,0,16.631098979037674,9.458981593015242,99.90766275852955,0.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0
275,827,6.014545454545455,0.01097544790975448,275,6.0,219,249,49,32,1.0,245,19,6.0,1.0,0.7518248175182481,0.02195089581950896,0.0,0.0,0.025547445255474453,0.0037159920371599383,13,105,347,-0.3655005065043866,0,0,18.198695439576962,8.011194198141709,75.42552473678478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548,1911,6.974452554744525,0.0063751851505891455,548,6.0,503,751,28,22,0.0,526,66,8.0,1.0,2.4186471663619744,0.012750370301178263,0.0,0.0,0.007312614259597806,0.001834825658201985,11,397,1469,0.02775441032513129,0,0,57.579485561673955,21.968443858903793,499.91105330544264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,747,5.637735849056604,0.010677530017152659,265,6.0,215,224,26,16,1.0,233,19,6.0,1.0,0.7727272727272727,0.021355060034305467,0.0,0.0,0.026515151515151516,0.003730703259005143,14,105,296,-0.3181078700833924,0,0,17.689696675141896,8.680606322478326,85.64015330435073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,852,5.815699658703072,0.009958389826546355,293,6.0,231,248,47,32,1.0,257,21,8.0,1.0,0.7054794520547945,0.019916779653092576,1.176858259191263e-05,4.016581089389976e-08,0.023972602739726026,0.003475306621783791,14,118,363,-0.3552567067465898,0,0,17.979515057749552,8.125484636474281,77.36383879830726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,2105,6.746794871794871,0.00541476313948224,624,8.0,554,799,39,22,0.0,587,81,8.0,1.0,2.20545746388443,0.01082952627896466,0.0018283587867026576,4.4043983041056635e-06,0.009831460674157303,0.002056055364141253,18,462,1658,0.05651531017126633,0,0,56.222685584579985,23.23585759133986,562.393498699082,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
631,2141,6.786053882725832,0.005385757049782406,631,8.0,562,799,36,38,0.0,603,81,8.0,0.0,2.1809523809523808,0.010771514099564793,0.0017879223761576703,4.2592100017288795e-06,0.009722222222222222,0.0020609655495701764,13,462,1658,0.06944164717045831,0,0,55.928414134195116,23.33895454304725,567.8560572300049,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
629,2137,6.794912559618442,0.005409962228995575,629,8.0,561,796,36,38,0.0,602,81,8.0,1.0,2.187898089171975,0.010819924457991206,0.0017993376608864372,4.3000328934347194e-06,0.009753184713375796,0.00207157158496611,12,461,1654,0.061317104659150086,0,0,56.03775333859475,23.27857120918083,565.2228325093747,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
258,832,6.449612403100775,0.012547884052725243,258,4.0,213,289,60,16,1.0,228,18,2.0,0.0,0.8015564202334631,0.025095768105450448,0.0,0.0,0.019455252918287938,0.0037703978523813716,16,95,301,-0.21477950563525514,0,0,20.16826936048444,7.0377024232544025,56.741829499534035,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
634,2246,7.085173501577287,0.005596503555748252,634,14.0,556,880,68,22,1.0,598,82,16.0,2.0,2.170616113744076,0.011193007111496643,0.0017710020597116404,4.230480287964733e-06,0.016249153689911984,0.0020522747715625345,9,487,1808,-0.047172909787776336,0,0,55.92823534567821,23.22276665431311,564.6729656931244,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
231,625,5.411255411255412,0.01176359872012046,231,0.0,188,173,12,32,0.0,209,11,0.0,0.0,0.8869565217391304,0.02352719744024099,0.0,0.0,0.008695652173913044,0.004385469602860888,14,57,166,0.15347693258916115,0,0,18.101198297605162,9.100667695499649,89.33112624674129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,2345,6.927621861152142,0.00512398066653265,677,14.0,578,904,75,38,1.0,628,82,16.0,2.0,2.032544378698225,0.010247961333065436,0.0015527065527065527,3.473446264038242e-06,0.015215553677092139,0.0018892586853614087,19,485,1809,-0.037812826990152676,0,0,54.38510110555773,23.703495745778564,591.790301325878,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
643,2260,7.029548989113531,0.00547472662703546,643,14.0,557,884,76,22,1.0,599,82,16.0,2.0,2.1401869158878504,0.010949453254070764,0.0017216576513527833,4.0588242910248665e-06,0.016021361815754337,0.002005679057974797,14,487,1813,-0.05016331431749974,0,0,55.538876280405724,23.38297326427607,572.6114180474017,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
268,857,6.395522388059701,0.01197663368550506,268,4.0,218,282,57,32,1.0,241,18,4.0,0.0,0.7640449438202247,0.023953267371010046,0.0,0.0,0.018726591760299626,0.0038012186259712747,13,96,297,-0.20829546083918013,0,0,19.796169785085866,6.989204957110671,56.39492529955197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,2281,7.018461538461539,0.005407135237643712,650,14.0,563,879,66,38,1.0,613,82,16.0,2.0,2.1171032357473036,0.01081427047528745,0.0016846905971199756,3.925244038238389e-06,0.015848558221439577,0.0020045585299822864,11,485,1802,-0.056411749735132924,0,0,55.26893380360239,23.470814135748025,577.577612408803,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
274,787,5.744525547445256,0.010521109061255047,274,6.0,216,244,42,16,1.0,234,19,8.0,1.0,0.7545787545787546,0.021042218122510063,1.3466925231631114e-05,4.914936215923764e-08,0.02564102564102564,0.003560510859780922,18,108,329,-0.3422719072882819,0,0,18.06699987903109,8.550633695119297,83.70183654731683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,787,5.808118081180812,0.01075577422440891,271,6.0,219,227,29,32,1.0,245,19,8.0,1.0,0.762962962962963,0.02151154844881777,0.0,0.0,0.025925925925925925,0.003813038130381286,11,105,308,-0.3074570671111245,0,0,17.89473341271828,8.351158497935318,80.53889887925513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,750,5.859375,0.011488970588235295,256,6.0,213,226,29,16,1.0,231,19,8.0,1.0,0.807843137254902,0.022977941176470555,0.0,0.0,0.027450980392156862,0.0039368872549019485,10,105,307,-0.3285505449282948,0,0,18.255664521166437,8.402894579984379,80.5895335315008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,2131,6.722397476340694,0.005309950613223297,634,12.0,555,804,44,22,1.0,594,81,10.0,1.0,2.170616113744076,0.010619901226446732,0.0017710020597116404,4.2068242938102235e-06,0.012796208530805687,0.0020281402504405558,14,476,1687,0.0566368431809806,0,0,55.76908709706588,23.43036540473648,571.7610701581094,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
251,740,5.896414342629482,0.011792828685258964,251,6.0,208,227,29,16,1.0,226,18,8.0,1.0,0.8240000000000001,0.023585657370517866,0.0,0.0,0.028,0.0040159362549800825,10,101,299,-0.3334023187073625,0,0,18.400730408691395,8.433914276582374,80.6930729443441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,2098,6.8450244698205545,0.005592340253121368,613,8.0,553,797,36,22,0.0,586,81,8.0,1.0,2.2450980392156863,0.011184680506242717,0.0018947295230148796,4.64618502663612e-06,0.010008169934640522,0.0021172409208985925,12,461,1654,0.05454786979279495,0,0,56.72011760521554,23.03176030287711,552.5326772370076,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
265,792,5.977358490566037,0.011320754716981131,265,6.0,213,252,47,16,1.0,231,19,6.0,1.0,0.7803030303030303,0.02264150943396243,0.0,0.0,0.026515151515151516,0.003702115494568322,16,105,342,-0.3661345998361974,0,0,18.296701852596414,8.207932655225575,78.11855002189499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,781,5.961832061068702,0.01142113421660671,262,6.0,212,244,45,16,1.0,230,19,7.0,1.0,0.789272030651341,0.022842268433213415,0.0,0.0,0.02681992337164751,0.0037729226989558773,14,105,338,-0.3639763278855606,0,0,18.23904233631367,8.216663943225676,78.28022948099631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,2024,6.861016949152543,0.005824292826105724,590,6.0,528,782,36,22,0.0,556,81,8.0,1.0,2.33276740237691,0.011648585652211243,0.002048612314195627,5.221794625593899e-06,0.00831918505942275,0.0022015787600950317,17,429,1572,0.052237756710708905,0,0,57.61509635312063,22.8179711617158,539.2681613092496,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
647,2255,6.97063369397218,0.005395227317315929,647,14.0,558,884,69,22,1.0,600,82,16.0,2.0,2.126934984520124,0.010790454634631835,0.001700386396908825,3.980184541831239e-06,0.015922158337019016,0.001980139380788262,18,485,1802,-0.06248740955735331,0,0,55.386103553434936,23.435810797869475,575.4680906759513,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
642,2145,6.682242990654205,0.005212358027031362,642,12.0,555,808,51,22,1.0,594,81,12.0,1.0,2.143525741029641,0.01042471605406263,0.0017270378315132604,4.05127186395867e-06,0.01263650546021841,0.0019875907037468017,19,476,1689,0.047205040533521724,0,0,55.44685617006114,23.548521220715884,577.9323398353514,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0
255,820,6.431372549019608,0.012660182183109464,255,4.0,211,282,58,16,1.0,226,18,4.0,0.0,0.8110236220472441,0.02532036436621891,1.5561295944726277e-05,6.102468997931873e-08,0.01968503937007874,0.0038649580567134928,13,98,299,-0.2248630033680497,0,0,20.085361855371367,7.036798035526699,56.87741308748603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,744,5.027027027027027,0.008520384791571233,296,4.0,232,174,13,16,1.0,261,32,2.0,0.0,0.6983050847457627,0.01704076958314244,0.000530381644183097,3.077273053059978e-06,0.02288135593220339,0.0034824018934188246,13,137,293,-0.1001372940667066,0,0,16.6672303289151,9.475855366131372,100.47183307649937,0.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0
249,859,6.899598393574297,0.013910480632206245,249,4.0,210,305,78,16,1.0,225,18,2.0,0.0,0.8225806451612903,0.02782096126441248,0.0,0.0,0.020161290322580645,0.003983676642052076,11,96,341,-0.025286892623533286,0,0,21.737803205294824,6.480414813775449,46.7020888222641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,2095,6.880131362889983,0.005658002765534526,609,8.0,553,795,35,22,0.0,586,81,8.0,1.0,2.2598684210526314,0.011316005531069179,0.0019197628544177577,4.738490833115852e-06,0.010074013157894737,0.0021424672535882705,9,462,1660,0.05383852800299942,0,0,56.90862450314438,22.952599138729887,548.7841663197227,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
632,2238,7.082278481012659,0.005611948083211298,632,14.0,554,880,65,22,1.0,595,82,16.0,2.0,2.1774960380348656,0.011223896166422487,0.0017822554272633512,4.270834427908792e-06,0.01630065655422232,0.002055264438286165,11,485,1802,-0.06641965507043972,0,0,56.01143816163897,23.18919918815139,563.0933656613366,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
628,2138,6.808917197452229,0.0054297585306636595,628,8.0,561,797,36,38,0.0,602,81,8.0,1.0,2.1913875598086126,0.010859517061327447,0.0018050863435090778,4.320640079824982e-06,0.009768740031897927,0.0020781794688097084,11,462,1660,0.06160186762876491,0,0,56.07912219321283,23.263501750570448,564.4362708887599,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
631,2133,6.760697305863708,0.005365632782431515,631,12.0,551,807,49,22,1.0,590,81,12.0,1.0,2.1809523809523808,0.01073126556486301,0.0017879223761576703,4.26720851816405e-06,0.012857142857142857,0.002039939882744193,15,475,1688,0.048211690773331616,0,0,55.91989495529927,23.352541177943486,568.2549798987794,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
258,673,5.217054263565892,0.010149911018610683,258,6.0,207,179,17,16,1.0,227,12,4.0,0.0,0.8015564202334631,0.02029982203722133,3.0398832684824903e-05,1.1782493288691822e-07,0.019455252918287938,0.003825697020882965,14,98,224,0.01745769208608533,0,0,17.536213357493576,9.256944053497527,93.40215515374666,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
628,2132,6.789808917197452,0.0054145206676215725,628,12.0,551,809,47,22,1.0,590,80,12.0,1.0,2.1913875598086126,0.010829041335243256,0.0018050863435090778,4.32875395790916e-06,0.014499057561258516,0.002059468835213205,12,474,1686,0.047915786420680756,0,0,56.01620919269864,23.33753427293637,567.003545395893,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
645,2150,6.666666666666667,0.005175983436853002,645,12.0,557,810,51,22,1.0,596,81,12.0,1.0,2.133540372670807,0.010351966873706013,0.0017109724409068517,3.9949179551681094e-06,0.012577639751552796,0.001973945066173853,20,476,1688,0.051820115290647686,0,0,55.31523940646297,23.607061852981545,580.7585032203788,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
260,739,5.684615384615385,0.010974160974160974,260,6.0,211,225,25,16,1.0,229,19,6.0,0.0,0.7876447876447876,0.021948321948322067,0.0,0.0,0.02702702702702703,0.003816453816453811,13,106,296,-0.3331421449636389,0,0,17.942444141619834,8.62983525880604,84.26031674284101,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
258,746,5.782945736434108,0.011250867191506048,258,6.0,210,227,29,16,1.0,229,19,8.0,1.0,0.8015564202334631,0.022501734383012062,0.0,0.0,0.027237354085603113,0.0038910505836575755,11,108,306,-0.31722563082805133,0,0,18.030964426351197,8.49531150785877,82.3881738514452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,805,5.919117647058823,0.010920881267636205,272,8.0,214,261,42,16,1.0,237,13,8.0,1.0,0.7601476014760148,0.021841762535272452,0.0001093344266776001,4.019648039617651e-07,0.026240262402624025,0.0036666726961387067,15,109,344,-0.33295769941214576,0,0,18.19181099991827,8.38255371231121,80.37313038494185,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
541,1721,6.3622920517560075,0.00589101115903334,541,2.0,487,628,13,38,0.0,517,29,0.0,0.0,1.8425925925925926,0.011782022318066562,0.001863876863876864,5.182154640829054e-06,0.009523809523809523,0.0023524408280004823,12,373,1238,0.0631515651495081,0,0,44.49721150078272,20.62444853483207,452.7480639968227,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0
255,748,5.866666666666666,0.011548556430446194,255,6.0,211,227,30,16,1.0,229,19,8.0,1.0,0.8031496062992126,0.023097112860892367,0.0,0.0,0.027559055118110236,0.003937007874015742,11,105,308,-0.32912589671405457,0,0,18.250271732241508,8.390878421086432,79.9923990981892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,1143,6.211956521739131,0.008463156024167752,368,8.0,300,396,41,22,1.0,331,28,8.0,1.0,0.8201634877384196,0.016926312048335498,0.001254448266106818,5.320602083377841e-06,0.025361559421504924,0.0030881528056773996,13,214,700,-0.27698515662857226,0,0,22.556298370344866,9.555130277821132,103.89720254681501,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
319,939,5.887147335423197,0.009256520967646537,319,8.0,244,298,48,22,1.0,274,29,8.0,1.0,0.6477987421383649,0.018513041935293083,0.0004612820665436581,2.2390068959546555e-06,0.02858776443682104,0.003254964565368542,18,156,486,-0.3517192339303814,0,0,18.314728241109403,7.944305962393419,71.78982498908118,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
368,1043,5.668478260869565,0.007722722426252814,368,6.0,296,310,23,38,1.0,331,27,4.0,0.0,0.7329700272479563,0.015445444852505597,0.0011055523294769285,4.551845888821346e-06,0.022070844686648505,0.003077976590075284,13,198,561,0.043666449184270525,0,0,21.062507537595483,9.555226164683981,99.31006977076036,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
630,2141,6.796825396825397,0.005402881873470109,630,8.0,562,798,36,38,0.0,603,81,8.0,1.0,2.1844197138314785,0.010805763746940101,0.0017936163964639047,4.2795565463231255e-06,0.009737678855325914,0.0020675186991713293,12,462,1660,0.06184909954423258,0,0,55.99299833852236,23.297206609493497,566.1265355492908,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
245,701,5.722448979591837,0.01172632987621278,245,4.0,186,230,40,16,1.0,206,12,4.0,1.0,0.8442622950819673,0.023452659752425532,3.373136342170951e-05,1.3767903437432452e-07,0.02459016393442623,0.00392550462808072,20,74,233,-0.26983508024620306,0,0,18.03569324248982,8.951727214229722,88.58677105241122,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
503,1795,7.137176938369781,0.00710874197048783,503,12.0,434,702,58,32,1.0,471,66,16.0,2.0,2.0179282868525896,0.014217483940975741,3.1808892175807744e-05,6.323835422625795e-08,0.01613545816733068,0.0020366512742931507,12,332,1304,-0.09031168891910073,0,0,46.98452718516623,19.82665652495003,419.74693724870633,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
272,793,5.830882352941177,0.010758085522031691,272,6.0,216,247,47,16,1.0,234,19,6.0,1.0,0.7527675276752768,0.02151617104406342,0.0,0.0,0.025830258302583026,0.0035815064032993092,18,105,337,-0.35084933114277095,0,0,17.948683036670545,8.323213398171399,80.23959896891665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,849,6.407547169811321,0.012135506003430531,265,4.0,213,294,71,16,1.0,228,18,4.0,0.0,0.7803030303030303,0.024271012006861225,0.0,0.0,0.01893939393939394,0.0036592338479130905,18,97,320,-0.1263240219550859,0,0,20.288670033283925,6.897126894587691,54.119512821599706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1861,6261,6.728640515851692,0.001808774332218197,1861,26.0,1696,2258,118,76,1.0,1794,248,28.0,3.0,0.7387096774193549,0.003617548664436331,0.00020490262425746297,3.3132064124766627e-07,0.006586021505376344,0.0006483558777244067,23,1181,4160,-0.03850227937697338,0,0,56.20679348900056,20.73894158831975,463.2975464887195,4.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0
617,2102,6.813614262560778,0.005530531057273359,617,8.0,554,798,37,22,0.0,587,81,8.0,1.0,2.230519480519481,0.011061062114546721,0.0018701826628655896,4.5562612270126995e-06,0.009943181818181818,0.0020951178590389156,14,461,1654,0.05517924854048453,0,0,56.55145769408677,23.091122766797238,555.5748187607387,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
256,787,6.1484375,0.01205575980392157,256,4.0,209,267,44,16,1.0,224,18,4.0,0.0,0.807843137254902,0.0241115196078431,0.0,0.0,0.0196078431372549,0.0037990196078431255,17,95,268,-0.24017568360687544,0,0,19.113186647144786,7.477888327940061,64.85703387339233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,2154,7.0855263157894735,0.00583651261597156,608,12.0,525,865,64,22,1.0,562,82,16.0,2.0,2.2635914332784184,0.01167302523194315,0.001932895101701274,4.806661841940719e-06,0.014827018121911038,0.0021315967534156475,17,447,1702,-0.07953867338536509,0,0,56.91526990542348,22.96409673212356,549.0917344890208,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
460,1425,6.195652173913044,0.006749076442171071,460,2.0,413,505,13,22,0.0,435,29,0.0,0.0,1.610021786492375,0.013498152884342045,0.0019431838722873914,6.359736477338863e-06,0.011204481792717087,0.0026747279695560357,12,310,990,0.06385510268317128,0,0,36.96762365215963,17.59862678324548,339.22077875518994,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
286,840,5.874125874125874,0.010305483989694516,286,6.0,225,250,48,32,1.0,251,20,6.0,1.0,0.7157894736842105,0.020610967979388994,0.0,0.0,0.02456140350877193,0.0035333087964666996,16,110,352,-0.3485156891317779,0,0,17.816809511216672,8.067448460817763,76.6116916370857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,802,6.075757575757576,0.011550869915888927,264,6.0,214,253,51,16,1.0,232,20,8.0,1.0,0.7756653992395437,0.02310173983177786,0.0,0.0,0.026615969581749048,0.003773476206936294,13,111,361,-0.3816460439327671,0,0,18.38832848374422,7.9373529202910245,73.62660392785148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,2178,6.640243902439025,0.005068888475144293,656,12.0,563,808,45,38,1.0,610,81,12.0,1.0,2.097709923664122,0.010137776950288752,0.0016539440203562341,3.7970081710761782e-06,0.012366412213740458,0.001957124608050892,18,476,1685,0.057178321103833536,0,0,54.89034381239519,23.756428938264474,588.917802230428,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
272,849,6.242647058823529,0.011517799001519427,272,4.0,219,279,52,32,1.0,242,18,2.0,0.0,0.7601476014760148,0.023035598003038883,0.0,0.0,0.01845018450184502,0.003690036900368984,16,95,284,-0.21863439262413623,0,0,19.30882772949195,7.219006015815612,60.66817664039705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,779,5.857142857142857,0.011051212938005392,266,6.0,211,245,43,16,1.0,229,19,8.0,1.0,0.769811320754717,0.022102425876010877,0.0,0.0,0.026415094339622643,0.003674280039721946,18,105,333,-0.34486831074402813,0,0,17.962426472196498,8.313933635383375,79.89710958290254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,786,5.909774436090226,0.011150517803943822,266,6.0,213,249,44,16,1.0,231,19,6.0,1.0,0.769811320754717,0.022301035607887744,0.0,0.0,0.026415094339622643,0.0036884664491417217,16,106,335,-0.354260329003754,0,0,18.20165184878309,8.295838820252902,79.25622512677205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,2262,6.9922720247295205,0.0054119752513386386,647,14.0,560,883,74,22,1.0,601,82,16.0,2.0,2.126934984520124,0.010823950502677253,0.001700386396908825,3.998731534104452e-06,0.015922158337019016,0.001990307769302051,14,490,1813,-0.03942151517191761,0,0,55.355377960781965,23.47186291817247,576.7147398055201,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
642,2150,6.697819314641745,0.00522450804574239,642,12.0,561,809,42,22,1.0,601,81,12.0,1.0,2.143525741029641,0.010449016091484686,0.0017270378315132604,4.05127186395867e-06,0.01263650546021841,0.0019997407224578295,14,477,1685,0.056599055443426007,0,0,55.46772765711598,23.525291919319958,577.04858957744,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0
