num_nodes,num_edges,avg_degree,density,num_unknown_nodes,num_socket_syscalls,num_open_syscalls,num_read_syscalls,num_write_syscalls,num_dup_syscalls,num_accept4_syscalls,num_close_syscalls,num_openat_syscalls,num_connect_syscalls,num_recv_syscalls,max_degree_centrality,avg_degree_centrality,max_betweenness_centrality,avg_betweenness_centrality,max_closeness_centrality,avg_closeness_centrality,num_connected_components,largest_cc_num_nodes,largest_cc_num_edges,degree_assortativity,node_connectivity,edge_connectivity,degree_std,degree_skewness,degree_kurtosis,num_unlinkat_syscalls,num_execve_syscalls,num_dup3_syscalls,num_clone_syscalls,num_bind_syscalls,num_dup2_syscalls,num_vfork_syscalls,num_send_syscalls
648,2270,7.006172839506172,0.0054143530444406285,648,14.0,561,888,74,22,1.0,603,82,16.0,2.0,2.123647604327666,0.010828706088881427,0.0016951301792985966,3.965449986858632e-06,0.01589754912784279,0.001981978431331569,16,487,1811,-0.04471401397053776,0,0,55.33673538332115,23.461383749269395,576.5798627968285,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
270,769,5.696296296296296,0.010587911331405755,270,6.0,213,235,40,16,1.0,231,19,8.0,0.0,0.7657992565055761,0.021175822662811376,0.0,0.0,0.026022304832713755,0.0036623984579375016,15,110,320,-0.3035456938133434,0,0,17.899420257143472,8.63642169446753,84.94314393477252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,2297,7.013740458015267,0.005362186894507085,655,14.0,569,883,66,38,1.0,619,82,16.0,2.0,2.1009174311926606,0.010724373789014054,0.0016590096988259317,3.835901904012292e-06,0.015727391874180863,0.001985720325590061,11,485,1802,-0.05361258632788301,0,0,55.095155386636996,23.51895172384451,580.4498702821622,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
275,768,5.585454545454546,0.010192435301924353,275,6.0,213,223,27,32,1.0,239,19,6.0,1.0,0.7518248175182481,0.02038487060384871,0.0,0.0,0.025547445255474453,0.003662906436629083,17,102,289,-0.32415526652782684,0,0,17.76684776033281,8.708908416766173,86.23436980844357,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
300,756,5.04,0.00842809364548495,300,4.0,237,175,13,16,1.0,266,32,4.0,0.0,0.6889632107023411,0.01685618729097,0.0005162622612287042,2.9554143939904082e-06,0.0225752508361204,0.0034345968041620194,14,121,273,-0.10320838038577182,0,0,16.73753466513712,9.516523207628008,101.0475053105031,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
302,746,4.940397350993377,0.008206640117929199,302,4.0,232,174,15,16,1.0,261,32,2.0,0.0,0.6843853820598007,0.016413280235858432,0.0005094130675526024,2.8968926242913616e-06,0.022425249169435217,0.003367179306652594,17,137,293,-0.10014569036943981,0,0,16.484884422150145,9.55777031590013,102.4086093551596,0.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0
323,952,5.894736842105263,0.009153318077803204,323,2.0,284,298,8,22,0.0,305,27,0.0,0.0,0.7453416149068323,0.018306636155606276,0.0012045045568003716,5.661068080004731e-06,0.019021739130434784,0.0034779167197008334,7,169,481,0.02886315191282003,0,0,21.887442223748547,8.942382739554482,84.25952347246147,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
457,1437,6.288840262582057,0.0068956581826557645,457,2.0,418,510,10,22,0.0,440,29,0.0,0.0,1.6469298245614035,0.013791316365311636,0.0019977829188355506,6.58100393214985e-06,0.011278195488721804,0.002726794039560375,7,312,996,0.06284207660112619,0,0,37.60644624095486,17.63088376983009,339.90864948698015,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
195,533,5.466666666666667,0.014089347079037801,195,0.0,172,151,2,16,0.0,181,11,0.0,0.0,1.0515463917525774,0.02817869415807555,0.0,0.0,0.010309278350515464,0.005101771081152513,10,56,164,0.31354634364680767,0,0,19.082080912882954,8.93013563451247,84.0234919995958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,2098,6.8450244698205545,0.005592340253121368,613,8.0,553,797,36,22,0.0,586,81,8.0,1.0,2.2450980392156863,0.011184680506242717,0.0018947295230148796,4.64618502663612e-06,0.010008169934640522,0.0021199064786932165,11,463,1661,0.05065442871334835,0,0,56.7255819121338,23.025227234132814,552.3168010920592,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
292,733,5.02054794520548,0.008626371039871957,292,4.0,228,173,13,16,1.0,257,31,2.0,0.0,0.7010309278350515,0.017252742079743883,0.0005450882806019671,3.2059242233141306e-06,0.01999375195251484,0.003520589313556398,14,117,262,-0.09313875101144285,0,0,16.67249772894493,9.492429431266023,100.26319653631082,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
261,774,5.931034482758621,0.011405835543766578,261,6.0,212,242,41,16,1.0,230,19,6.0,1.0,0.7923076923076924,0.022811671087533122,0.0,0.0,0.026923076923076925,0.0038019451812555142,13,106,331,-0.3613797601722405,0,0,18.311769828597015,8.284840476977958,79.09856464571592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,1375,7.051282051282051,0.009063344538922945,390,12.0,319,531,64,16,1.0,348,65,16.0,2.0,1.6298200514138816,0.018126689077845877,5.300400180213606e-05,1.35907696928554e-07,0.020822622107969153,0.002559268780348489,17,229,930,-0.03725905130428086,0,0,35.26089481968019,15.23428244126702,260.42063740049576,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
640,2138,6.68125,0.005227895148669797,640,12.0,552,808,52,22,1.0,591,81,11.0,1.0,2.1502347417840375,0.010455790297339592,0.0017378741273835982,4.089431223355459e-06,0.011128499391410189,0.001990288567826714,21,467,1670,0.05326227130748929,0,0,55.51425738886814,23.53376226247128,576.9272427621321,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
258,811,6.286821705426356,0.012231170633125208,258,4.0,214,279,49,16,1.0,228,18,2.0,0.0,0.8404669260700389,0.02446234126625038,0.0,0.0,0.019455252918287938,0.0037854794437908973,15,95,279,-0.25946436901329584,0,0,19.863172966221697,7.498575603068928,65.44175024903883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,748,5.889763779527559,0.011639849366655255,254,6.0,211,227,30,16,1.0,229,19,8.0,1.0,0.8142292490118577,0.023279698733310525,0.0,0.0,0.02766798418972332,0.003968130465905186,10,105,310,-0.32892709435991535,0,0,18.28351882363242,8.376592531659378,80.09559821132592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,736,5.006802721088436,0.00854403194724989,294,4.0,229,174,12,16,1.0,257,31,4.0,0.0,0.7030716723549488,0.017088063894499753,0.0005376595446257422,3.1407204987750393e-06,0.019857275829972078,0.0035075980956039625,14,118,260,-0.0886859869719481,0,0,16.684954564667734,9.608050848671175,102.70107274552953,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
655,2294,7.004580152671756,0.005355183602960058,655,14.0,568,899,73,22,1.0,610,82,16.0,2.0,2.1009174311926606,0.010710367205920002,0.0016590096988259317,3.835901904012293e-06,0.015727391874180863,0.0019553727288862816,16,486,1806,-0.04239358197174866,0,0,55.20920636607468,23.409700607307443,575.8662028171299,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
331,1137,6.8700906344410875,0.010409228234001647,331,6.0,294,410,25,16,0.0,313,64,8.0,1.0,1.6939393939393939,0.020818456468003125,0.0,0.0,0.012121212121212121,0.003039458024352297,9,184,702,0.12674634316550754,0,0,34.11715261285302,13.798983190489144,212.30635155156546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
